date,doy,linear_fill,is_real_obs,gap_days_to_obs,sg_w11_p2,sg_w11_p3,sg_w21_p2,sg_w21_p3,sg_w31_p2,sg_w31_p3,sg_w41_p2,sg_w41_p3
2026-03-21,187,0.18991355133476667,False,2.0,0.19011520504222723,0.19011520504222723,0.1887211183015279,0.18872111830152788,0.18684566928578522,0.18684566928578525,0.1865594344108621,0.18655943441086248
2026-03-22,188,0.19000526112724567,False,3.0,0.19046249627340497,0.19046249627340497,0.1890211834204765,0.18902118342047647,0.18677581997614537,0.18677581997614537,0.18609136666516965,0.18609136666517004
2026-03-23,189,0.1900969709197247,False,3.0,0.1905716370390046,0.19057163703900462,0.18911437792285074,0.18911437792285077,0.1868755753966286,0.1868755753966286,0.18561361756670927,0.18561361756670972
2026-03-24,190,0.19018868071220368,False,2.0,0.19042003163312896,0.19042003163312896,0.1890020619225439,0.1890020619225439,0.1872121542572858,0.18721215425728582,0.18521718568037016,0.18521718568037063
2026-03-25,191,0.1902803905046827,False,1.0,0.18967294839954268,0.18967294839954268,0.18867140025562787,0.18867140025562784,0.18749978764239186,0.18749978764239186,0.18498955257870814,0.18498955257870864
2026-03-26,192,0.1903721002971617,True,0.0,0.18860496511469838,0.1886049651146984,0.18841469071098665,0.18841469071098663,0.1876554912947703,0.18765549129477027,0.18501468284194533,0.18501468284194583
2026-03-27,193,0.18830621128361985,False,1.0,0.1875859171253432,0.1875859171253432,0.18832376099848028,0.1883237609984802,0.18778407063023853,0.18778407063023853,0.18537302405797054,0.18537302405797107
2026-03-28,194,0.186240322270078,False,1.0,0.1869230814035498,0.18692308140354982,0.1884878134135762,0.18848781341357615,0.18797723199438846,0.18797723199438843,0.18614150682233893,0.18614150682233946
2026-03-29,195,0.18417443325653615,True,0.0,0.18686117654671613,0.18686117654671613,0.18899342483734977,0.1889934248373497,0.18831358266258613,0.18831358266258613,0.18739354473827233,0.1873935447382729
2026-03-30,196,0.1869498973225558,False,1.0,0.18758236277756554,0.18758236277756551,0.18944316775793912,0.18944316775793904,0.1888586308399721,0.1888586308399721,0.18965577994738003,0.18965577994738067
2026-03-31,197,0.1897253613885754,False,2.0,0.18920624194414687,0.18920624194414687,0.1900161191879993,0.1900161191879992,0.18986556461848614,0.18986556461848614,0.19267243026996736,0.19267243026996797
2026-04-01,198,0.19250082545459501,False,3.0,0.19178985751983424,0.19178985751983424,0.19095956096153835,0.19095956096153818,0.19143274669723662,0.19143274669723662,0.19634642477317701,0.19634642477317762
2026-04-02,199,0.19527628952061465,False,4.0,0.19487002212932272,0.19487002212932272,0.19248385078920976,0.1924838507892096,0.19364901965264666,0.1936490196526467,0.20058120449613498,0.20058120449613567
2026-04-03,200,0.1980517535866343,False,5.0,0.1980517535866342,0.19805175358663424,0.19476242225831256,0.1947624222583123,0.19659370593845463,0.19659370593845463,0.20528072244995035,0.2052807224499511
2026-04-04,201,0.2008272176526539,False,4.0,0.20010458813707685,0.20010458813707685,0.19793178483279092,0.19793178483279064,0.2009166044484164,0.20091660444841639,0.2103494436177157,0.21034944361771643
2026-04-05,202,0.20360268171867352,False,3.0,0.2023380800664137,0.2023380800664137,0.20209152385323464,0.2020915238532343,0.20636416761836557,0.20636416761836554,0.2158384291325605,0.2158384291325612
2026-04-06,203,0.20637814578469316,False,2.0,0.20545478584812252,0.20545478584812252,0.2073043005368789,0.2073043005368786,0.21276292266848376,0.21276292266848373,0.22168636887110085,0.22168636887110166
2026-04-07,204,0.2091536098507128,False,1.0,0.20995653153468719,0.20995653153468719,0.21340118140864,0.21340118140863965,0.21994226057646118,0.21994226057646116,0.22783400891214867,0.2278340089121495
